accX,accY,accZ,accX_cal,accY_cal,accZ_cal,gyroX,gyroY,gyroZ,gyroX_cal,gyroY_cal,gyroZ_cal
-15418,-586,68,-0.99,-0.02,-1.02,-229,-65,126,-0.02,0.06,0.06
-15290,-480,-130,-0.98,-0.01,-1.03,-220,-71,122,0.12,-0.03,0
-15448,-598,-8,-0.99,-0.02,-1.03,-237,-66,122,-0.14,0.05,0
-15492,-508,-26,-1,-0.01,-1.03,-225,-78,126,0.05,-0.14,0.06
-15458,-490,40,-0.99,-0.01,-1.02,-229,-74,124,-0.02,-0.08,0.03
-15402,-620,-22,-0.99,-0.02,-1.03,-230,-67,126,-0.03,0.03,0.06
-15384,-534,-62,-0.99,-0.01,-1.03,-222,-79,128,0.09,-0.15,0.09
-15408,-444,12,-0.99,-0.01,-1.02,-231,-80,135,-0.05,-0.17,0.2
-15434,-504,32,-0.99,-0.01,-1.02,-224,-60,121,0.06,0.14,-0.02
-15448,-518,-16,-0.99,-0.01,-1.03,-232,-69,134,-0.06,0,0.18
-15378,-634,24,-0.99,-0.02,-1.02,-225,-83,128,0.05,-0.21,0.09
-15388,-584,-14,-0.99,-0.02,-1.03,-228,-78,128,0,-0.14,0.09
-15374,-506,-10,-0.99,-0.01,-1.03,-234,-67,128,-0.09,0.03,0.09
-15378,-510,88,-0.99,-0.01,-1.02,-224,-79,130,0.06,-0.15,0.12
-15276,-518,-54,-0.98,-0.01,-1.03,-237,-73,120,-0.14,-0.06,-0.03
-15420,-536,-74,-0.99,-0.01,-1.03,-230,-64,120,-0.03,0.08,-0.03
-15378,-500,22,-0.99,-0.01,-1.02,-228,-71,126,0,-0.03,0.06
-15370,-480,4,-0.99,-0.01,-1.02,-230,-67,119,-0.03,0.03,-0.05
-15326,-564,6,-0.99,-0.01,-1.02,-224,-58,123,0.06,0.17,0.02
-15450,-558,-46,-0.99,-0.01,-1.03,-226,-65,131,0.03,0.06,0.14
-15342,-538,64,-0.99,-0.01,-1.02,-216,-67,119,0.18,0.03,-0.05
-15382,-494,16,-0.99,-0.01,-1.02,-236,-71,126,-0.12,-0.03,0.06
-15426,-530,-18,-0.99,-0.01,-1.03,-230,-81,127,-0.03,-0.18,0.08
-15378,-538,4,-0.99,-0.01,-1.02,-235,-75,116,-0.11,-0.09,-0.09
-15456,-626,100,-0.99,-0.02,-1.02,-224,-62,132,0.06,0.11,0.15
-15420,-528,-44,-0.99,-0.01,-1.03,-226,-69,119,0.03,0,-0.05
-15458,-502,20,-0.99,-0.01,-1.02,-228,-74,126,0,-0.08,0.06
-15334,-518,-6,-0.99,-0.01,-1.03,-220,-64,125,0.12,0.08,0.05
-15384,-604,-64,-0.99,-0.02,-1.03,-230,-71,129,-0.03,-0.03,0.11
-15452,-566,10,-0.99,-0.01,-1.02,-229,-66,132,-0.02,0.05,0.15
-15376,-430,-8,-0.99,-0.01,-1.03,-227,-78,123,0.02,-0.14,0.02
-15378,-546,-20,-0.99,-0.01,-1.03,-224,-74,113,0.06,-0.08,-0.14
-15458,-504,-44,-0.99,-0.01,-1.03,-235,-61,122,-0.11,0.12,0
-15378,-488,50,-0.99,-0.01,-1.02,-227,-74,118,0.02,-0.08,-0.06
-15426,-488,-44,-0.99,-0.01,-1.03,-226,-68,125,0.03,0.02,0.05
-15406,-506,48,-0.99,-0.01,-1.02,-235,-64,125,-0.11,0.08,0.05
-15334,-544,60,-0.99,-0.01,-1.02,-229,-72,128,-0.02,-0.05,0.09
-15404,-600,-64,-0.99,-0.02,-1.03,-227,-70,118,0.02,-0.02,-0.06
-15406,-530,34,-0.99,-0.01,-1.02,-223,-64,120,0.08,0.08,-0.03
-15432,-548,84,-0.99,-0.01,-1.02,-221,-68,124,0.11,0.02,0.03
-15424,-498,162,-0.99,-0.01,-1.02,-236,-60,130,-0.12,0.14,0.12
-15364,-504,-62,-0.99,-0.01,-1.03,-226,-67,127,0.03,0.03,0.08
-15400,-472,4,-0.99,-0.01,-1.02,-226,-70,115,0.03,-0.02,-0.11
-15376,-562,30,-0.99,-0.01,-1.02,-221,-64,122,0.11,0.08,0
-15350,-520,28,-0.99,-0.01,-1.02,-224,-69,116,0.06,0,-0.09
-15350,-540,-174,-0.99,-0.01,-1.04,-227,-70,130,0.02,-0.02,0.12
-15380,-498,8,-0.99,-0.01,-1.02,-229,-76,126,-0.02,-0.11,0.06
-15368,-454,-24,-0.99,-0.01,-1.03,-234,-76,119,-0.09,-0.11,-0.05
-15472,-562,2,-0.99,-0.01,-1.02,-224,-58,132,0.06,0.17,0.15
-15390,-448,20,-0.99,-0.01,-1.02,-232,-81,118,-0.06,-0.18,-0.06
-15398,-478,24,-0.99,-0.01,-1.02,-224,-69,122,0.06,0,0
-15402,-582,-124,-0.99,-0.02,-1.03,-225,-67,122,0.05,0.03,0
-15390,-496,96,-0.99,-0.01,-1.02,-226,-70,119,0.03,-0.02,-0.05
-15414,-494,28,-0.99,-0.01,-1.02,-231,-71,126,-0.05,-0.03,0.06
-15438,-558,86,-0.99,-0.01,-1.02,-227,-71,130,0.02,-0.03,0.12
-15448,-506,72,-0.99,-0.01,-1.02,-224,-67,127,0.06,0.03,0.08
-15378,-556,24,-0.99,-0.01,-1.02,-232,-81,134,-0.06,-0.18,0.18
-15354,-492,-48,-0.99,-0.01,-1.03,-229,-83,127,-0.02,-0.21,0.08
-15410,-504,-8,-0.99,-0.01,-1.03,-223,-75,131,0.08,-0.09,0.14
-15392,-480,-98,-0.99,-0.01,-1.03,-234,-65,125,-0.09,0.06,0.05
-15408,-504,-104,-0.99,-0.01,-1.03,-230,-68,118,-0.03,0.02,-0.06
-15434,-480,42,-0.99,-0.01,-1.02,-229,-66,115,-0.02,0.05,-0.11
-15476,-574,14,-0.99,-0.02,-1.02,-224,-64,124,0.06,0.08,0.03
-15328,-576,56,-0.99,-0.02,-1.02,-227,-69,133,0.02,0,0.17
-15368,-564,0,-0.99,-0.01,-1.03,-226,-72,129,0.03,-0.05,0.11
-15398,-610,32,-0.99,-0.02,-1.02,-227,-83,128,0.02,-0.21,0.09
-15330,-550,12,-0.99,-0.01,-1.02,-236,-68,114,-0.12,0.02,-0.12
-15406,-568,58,-0.99,-0.01,-1.02,-231,-71,124,-0.05,-0.03,0.03
-15468,-512,-72,-0.99,-0.01,-1.03,-235,-69,121,-0.11,0,-0.02
-15348,-514,86,-0.99,-0.01,-1.02,-231,-68,120,-0.05,0.02,-0.03
-15380,-522,38,-0.99,-0.01,-1.02,-232,-80,123,-0.06,-0.17,0.02
-15404,-528,42,-0.99,-0.01,-1.02,-230,-66,118,-0.03,0.05,-0.06
-15386,-544,104,-0.99,-0.01,-1.02,-224,-74,125,0.06,-0.08,0.05
-15420,-600,0,-0.99,-0.02,-1.03,-234,-66,132,-0.09,0.05,0.15
-15388,-496,-26,-0.99,-0.01,-1.03,-230,-63,122,-0.03,0.09,0
-15346,-454,64,-0.99,-0.01,-1.02,-236,-70,126,-0.12,-0.02,0.06
-15346,-482,18,-0.99,-0.01,-1.02,-229,-63,113,-0.02,0.09,-0.14
-15376,-528,-32,-0.99,-0.01,-1.03,-232,-70,123,-0.06,-0.02,0.02
-15424,-552,84,-0.99,-0.01,-1.02,-219,-69,117,0.14,0,-0.08
-15404,-496,-40,-0.99,-0.01,-1.03,-238,-79,119,-0.15,-0.15,-0.05
-15360,-566,96,-0.99,-0.01,-1.02,-226,-69,115,0.03,0,-0.11
-15424,-616,14,-0.99,-0.02,-1.02,-221,-56,122,0.11,0.2,0
-15328,-554,-94,-0.99,-0.01,-1.03,-223,-74,127,0.08,-0.08,0.08
-15336,-546,-116,-0.99,-0.01,-1.03,-215,-75,123,0.2,-0.09,0.02
-15390,-566,14,-0.99,-0.01,-1.02,-229,-67,131,-0.02,0.03,0.14
-15374,-502,6,-0.99,-0.01,-1.02,-224,-64,128,0.06,0.08,0.09
-15394,-492,64,-0.99,-0.01,-1.02,-219,-67,124,0.14,0.03,0.03
-15370,-518,-6,-0.99,-0.01,-1.03,-227,-77,122,0.02,-0.12,0
-15466,-596,66,-0.99,-0.02,-1.02,-231,-64,121,-0.05,0.08,-0.02
-15414,-566,-4,-0.99,-0.01,-1.03,-233,-66,123,-0.08,0.05,0.02
-15426,-582,-38,-0.99,-0.02,-1.03,-225,-56,121,0.05,0.2,-0.02
-15478,-542,-84,-0.99,-0.01,-1.03,-224,-80,128,0.06,-0.17,0.09
-15334,-486,-88,-0.99,-0.01,-1.03,-230,-78,120,-0.03,-0.14,-0.03
-15362,-576,-70,-0.99,-0.02,-1.03,-226,-59,126,0.03,0.15,0.06
-15424,-502,40,-0.99,-0.01,-1.02,-238,-77,123,-0.15,-0.12,0.02
-15418,-516,94,-0.99,-0.01,-1.02,-226,-64,124,0.03,0.08,0.03
-15356,-562,-88,-0.99,-0.01,-1.03,-234,-76,120,-0.09,-0.11,-0.03
-15468,-504,8,-0.99,-0.01,-1.02,-229,-55,123,-0.02,0.21,0.02
-15408,-554,124,-0.99,-0.01,-1.02,-237,-65,136,-0.14,0.06,0.21
-15300,-580,94,-0.98,-0.02,-1.02,-226,-82,122,0.03,-0.2,0
-15442,-506,-58,-0.99,-0.01,-1.03,-230,-73,125,-0.03,-0.06,0.05
-15286,-620,92,-0.98,-0.02,-1.02,-233,-91,128,-0.08,-0.34,0.09
-15368,-582,-76,-0.99,-0.02,-1.03,-231,-74,112,-0.05,-0.08,-0.15
-15378,-582,60,-0.99,-0.02,-1.02,-232,-73,121,-0.06,-0.06,-0.02
-15448,-560,-82,-0.99,-0.01,-1.03,-224,-56,128,0.06,0.2,0.09
-15468,-510,108,-0.99,-0.01,-1.02,-218,-57,119,0.15,0.18,-0.05
-15454,-514,16,-0.99,-0.01,-1.02,-229,-69,122,-0.02,0,0
-15282,-552,114,-0.98,-0.01,-1.02,-227,-53,122,0.02,0.24,0
-15410,-530,-96,-0.99,-0.01,-1.03,-231,-68,121,-0.05,0.02,-0.02
-15412,-614,74,-0.99,-0.02,-1.02,-233,-62,114,-0.08,0.11,-0.12
-15468,-512,-56,-0.99,-0.01,-1.03,-225,-84,116,0.05,-0.23,-0.09
-15366,-510,-14,-0.99,-0.01,-1.03,-231,-72,134,-0.05,-0.05,0.18
-15402,-624,-132,-0.99,-0.02,-1.03,-233,-72,117,-0.08,-0.05,-0.08
-15388,-470,54,-0.99,-0.01,-1.02,-236,-69,124,-0.12,0,0.03
-15304,-550,44,-0.98,-0.01,-1.02,-238,-67,123,-0.15,0.03,0.02
-15460,-566,-72,-0.99,-0.01,-1.03,-234,-64,125,-0.09,0.08,0.05
-15348,-518,20,-0.99,-0.01,-1.02,-233,-66,126,-0.08,0.05,0.06
-15436,-546,-58,-0.99,-0.01,-1.03,-219,-69,132,0.14,0,0.15
-15292,-528,92,-0.98,-0.01,-1.02,-227,-61,135,0.02,0.12,0.2
-15466,-530,-50,-0.99,-0.01,-1.03,-230,-60,126,-0.03,0.14,0.06
-15450,-426,-90,-0.99,-0.01,-1.03,-223,-78,129,0.08,-0.14,0.11
-15396,-500,-80,-0.99,-0.01,-1.03,-226,-72,128,0.03,-0.05,0.09
-15296,-480,-16,-0.98,-0.01,-1.03,-232,-59,121,-0.06,0.15,-0.02
-15446,-634,92,-0.99,-0.02,-1.02,-235,-66,129,-0.11,0.05,0.11
-15366,-478,-64,-0.99,-0.01,-1.03,-229,-49,130,-0.02,0.31,0.12
-15402,-500,164,-0.99,-0.01,-1.01,-227,-73,113,0.02,-0.06,-0.14
-15544,-540,-14,-1,-0.01,-1.03,-225,-73,119,0.05,-0.06,-0.05
-15354,-528,-48,-0.99,-0.01,-1.03,-225,-57,132,0.05,0.18,0.15
-15358,-552,6,-0.99,-0.01,-1.02,-227,-70,120,0.02,-0.02,-0.03
-15424,-570,-138,-0.99,-0.01,-1.03,-234,-75,131,-0.09,-0.09,0.14
-15334,-542,-86,-0.99,-0.01,-1.03,-223,-72,132,0.08,-0.05,0.15
-15340,-526,60,-0.99,-0.01,-1.02,-231,-72,124,-0.05,-0.05,0.03
-15438,-518,52,-0.99,-0.01,-1.02,-229,-65,127,-0.02,0.06,0.08
-15320,-610,-40,-0.98,-0.02,-1.03,-222,-68,121,0.09,0.02,-0.02
-15404,-486,-10,-0.99,-0.01,-1.03,-229,-69,127,-0.02,0,0.08
-15434,-600,0,-0.99,-0.02,-1.03,-223,-72,122,0.08,-0.05,0
-15430,-600,144,-0.99,-0.02,-1.02,-229,-69,132,-0.02,0,0.15
-15430,-522,28,-0.99,-0.01,-1.02,-230,-63,126,-0.03,0.09,0.06
-15400,-496,-28,-0.99,-0.01,-1.03,-224,-71,121,0.06,-0.03,-0.02
-15388,-528,2,-0.99,-0.01,-1.02,-235,-57,130,-0.11,0.18,0.12
-15412,-522,-4,-0.99,-0.01,-1.03,-229,-62,124,-0.02,0.11,0.03
-15422,-464,54,-0.99,-0.01,-1.02,-229,-59,134,-0.02,0.15,0.18
-15414,-574,-20,-0.99,-0.02,-1.03,-228,-67,132,0,0.03,0.15
-15426,-558,-6,-0.99,-0.01,-1.03,-230,-61,117,-0.03,0.12,-0.08
-15434,-504,48,-0.99,-0.01,-1.02,-232,-69,119,-0.06,0,-0.05
-15414,-510,-48,-0.99,-0.01,-1.03,-237,-72,121,-0.14,-0.05,-0.02
-15406,-544,-82,-0.99,-0.01,-1.03,-222,-80,135,0.09,-0.17,0.2
-15366,-578,-30,-0.99,-0.02,-1.03,-230,-68,119,-0.03,0.02,-0.05
-15332,-522,-22,-0.99,-0.01,-1.03,-225,-71,128,0.05,-0.03,0.09
-15336,-562,-110,-0.99,-0.01,-1.03,-233,-65,129,-0.08,0.06,0.11
-15386,-554,-86,-0.99,-0.01,-1.03,-224,-67,119,0.06,0.03,-0.05
-15416,-572,-46,-0.99,-0.01,-1.03,-230,-72,125,-0.03,-0.05,0.05
-15412,-566,20,-0.99,-0.01,-1.02,-229,-64,114,-0.02,0.08,-0.12
-15390,-520,28,-0.99,-0.01,-1.02,-229,-61,121,-0.02,0.12,-0.02
-15426,-426,56,-0.99,-0.01,-1.02,-234,-62,127,-0.09,0.11,0.08
-15394,-536,56,-0.99,-0.01,-1.02,-225,-64,125,0.05,0.08,0.05
-15396,-510,76,-0.99,-0.01,-1.02,-220,-75,131,0.12,-0.09,0.14
-15438,-558,98,-0.99,-0.01,-1.02,-231,-74,122,-0.05,-0.08,0
-15418,-544,-74,-0.99,-0.01,-1.03,-221,-69,123,0.11,0,0.02
-15380,-524,-62,-0.99,-0.01,-1.03,-223,-68,127,0.08,0.02,0.08
-15420,-554,108,-0.99,-0.01,-1.02,-226,-74,128,0.03,-0.08,0.09
-15344,-530,-130,-0.99,-0.01,-1.03,-218,-70,126,0.15,-0.02,0.06
-15334,-474,-24,-0.99,-0.01,-1.03,-233,-84,125,-0.08,-0.23,0.05
-15472,-582,-148,-0.99,-0.02,-1.03,-225,-75,121,0.05,-0.09,-0.02
-15360,-608,-44,-0.99,-0.02,-1.03,-216,-74,130,0.18,-0.08,0.12
-15408,-532,-86,-0.99,-0.01,-1.03,-229,-69,126,-0.02,0,0.06
-15410,-560,-74,-0.99,-0.01,-1.03,-226,-74,121,0.03,-0.08,-0.02
-15392,-576,32,-0.99,-0.02,-1.02,-239,-68,122,-0.17,0.02,0
-15396,-544,74,-0.99,-0.01,-1.02,-227,-71,126,0.02,-0.03,0.06
-15344,-548,10,-0.99,-0.01,-1.02,-235,-65,122,-0.11,0.06,0
-15434,-508,0,-0.99,-0.01,-1.03,-228,-73,123,0,-0.06,0.02
-15412,-598,-34,-0.99,-0.02,-1.03,-233,-63,136,-0.08,0.09,0.21
-15358,-596,-60,-0.99,-0.02,-1.03,-224,-63,138,0.06,0.09,0.24
-15390,-582,-34,-0.99,-0.02,-1.03,-220,-63,115,0.12,0.09,-0.11
-15406,-536,-14,-0.99,-0.01,-1.03,-226,-57,129,0.03,0.18,0.11
-15442,-556,16,-0.99,-0.01,-1.02,-227,-65,126,0.02,0.06,0.06
-15398,-600,42,-0.99,-0.02,-1.02,-233,-61,137,-0.08,0.12,0.23
-15404,-512,108,-0.99,-0.01,-1.02,-229,-67,117,-0.02,0.03,-0.08
-15416,-532,8,-0.99,-0.01,-1.02,-229,-61,118,-0.02,0.12,-0.06
-15426,-544,-30,-0.99,-0.01,-1.03,-227,-69,115,0.02,0,-0.11
-15402,-478,34,-0.99,-0.01,-1.02,-234,-60,123,-0.09,0.14,0.02
-15318,-546,0,-0.98,-0.01,-1.03,-227,-65,120,0.02,0.06,-0.03
-15376,-522,-96,-0.99,-0.01,-1.03,-233,-75,123,-0.08,-0.09,0.02
-15400,-504,-44,-0.99,-0.01,-1.03,-237,-59,123,-0.14,0.15,0.02
-15454,-546,-10,-0.99,-0.01,-1.03,-232,-83,126,-0.06,-0.21,0.06
-15438,-500,36,-0.99,-0.01,-1.02,-235,-59,128,-0.11,0.15,0.09
-15420,-504,-138,-0.99,-0.01,-1.03,-215,-76,119,0.2,-0.11,-0.05
-15360,-602,62,-0.99,-0.02,-1.02,-225,-60,127,0.05,0.14,0.08
-15342,-522,-56,-0.99,-0.01,-1.03,-226,-72,119,0.03,-0.05,-0.05
-15380,-544,16,-0.99,-0.01,-1.02,-225,-65,125,0.05,0.06,0.05
-15368,-508,64,-0.99,-0.01,-1.02,-221,-75,120,0.11,-0.09,-0.03
-15382,-454,16,-0.99,-0.01,-1.02,-228,-60,123,0,0.14,0.02
-15378,-524,84,-0.99,-0.01,-1.02,-223,-74,123,0.08,-0.08,0.02
-15344,-568,28,-0.99,-0.01,-1.02,-224,-57,134,0.06,0.18,0.18
-15380,-548,-100,-0.99,-0.01,-1.03,-223,-76,133,0.08,-0.11,0.17
-15406,-538,-80,-0.99,-0.01,-1.03,-229,-66,125,-0.02,0.05,0.05
-15384,-480,-76,-0.99,-0.01,-1.03,-240,-57,129,-0.18,0.18,0.11
-15400,-540,10,-0.99,-0.01,-1.02,-222,-69,124,0.09,0,0.03
-15422,-528,-110,-0.99,-0.01,-1.03,-230,-72,128,-0.03,-0.05,0.09
-15416,-564,30,-0.99,-0.01,-1.02,-229,-64,130,-0.02,0.08,0.12
-15362,-502,114,-0.99,-0.01,-1.02,-222,-66,131,0.09,0.05,0.14
-15416,-492,-78,-0.99,-0.01,-1.03,-229,-68,126,-0.02,0.02,0.06
-15386,-506,10,-0.99,-0.01,-1.02,-235,-83,121,-0.11,-0.21,-0.02
-15356,-520,2,-0.99,-0.01,-1.02,-224,-70,125,0.06,-0.02,0.05
-15362,-610,-12,-0.99,-0.02,-1.03,-225,-65,129,0.05,0.06,0.11
-15426,-542,166,-0.99,-0.01,-1.01,-226,-75,116,0.03,-0.09,-0.09
-15348,-550,-166,-0.99,-0.01,-1.04,-234,-77,126,-0.09,-0.12,0.06
-15434,-536,-18,-0.99,-0.01,-1.03,-226,-64,116,0.03,0.08,-0.09
-15478,-458,-114,-0.99,-0.01,-1.03,-224,-67,135,0.06,0.03,0.2
-15342,-522,-10,-0.99,-0.01,-1.03,-222,-67,124,0.09,0.03,0.03
-15456,-524,26,-0.99,-0.01,-1.02,-232,-64,134,-0.06,0.08,0.18
-15412,-520,-30,-0.99,-0.01,-1.03,-220,-76,118,0.12,-0.11,-0.06
-15376,-564,20,-0.99,-0.01,-1.02,-236,-77,130,-0.12,-0.12,0.12
-15430,-576,-44,-0.99,-0.02,-1.03,-226,-74,118,0.03,-0.08,-0.06
-15432,-548,-122,-0.99,-0.01,-1.03,-234,-67,119,-0.09,0.03,-0.05
-15430,-548,150,-0.99,-0.01,-1.02,-221,-61,119,0.11,0.12,-0.05
-15386,-506,-54,-0.99,-0.01,-1.03,-229,-70,116,-0.02,-0.02,-0.09
-15382,-506,58,-0.99,-0.01,-1.02,-227,-62,122,0.02,0.11,0
-15312,-504,-58,-0.98,-0.01,-1.03,-224,-75,130,0.06,-0.09,0.12
-15376,-552,132,-0.99,-0.01,-1.02,-219,-72,122,0.14,-0.05,0
-15398,-482,-42,-0.99,-0.01,-1.03,-231,-74,117,-0.05,-0.08,-0.08
-15424,-510,78,-0.99,-0.01,-1.02,-232,-74,120,-0.06,-0.08,-0.03
-15406,-516,-98,-0.99,-0.01,-1.03,-226,-83,122,0.03,-0.21,0
-15380,-574,-12,-0.99,-0.02,-1.03,-235,-73,129,-0.11,-0.06,0.11
-15424,-490,-18,-0.99,-0.01,-1.03,-230,-68,119,-0.03,0.02,-0.05
-15410,-604,32,-0.99,-0.02,-1.02,-232,-67,116,-0.06,0.03,-0.09
-15386,-562,-50,-0.99,-0.01,-1.03,-233,-77,122,-0.08,-0.12,0
-15386,-506,-52,-0.99,-0.01,-1.03,-233,-64,123,-0.08,0.08,0.02
-15350,-476,-20,-0.99,-0.01,-1.03,-228,-70,120,0,-0.02,-0.03
-15390,-586,106,-0.99,-0.02,-1.02,-235,-72,131,-0.11,-0.05,0.14
-15404,-452,20,-0.99,-0.01,-1.02,-232,-69,123,-0.06,0,0.02
-15484,-464,-38,-0.99,-0.01,-1.03,-225,-58,125,0.05,0.17,0.05
-15364,-510,-78,-0.99,-0.01,-1.03,-224,-71,118,0.06,-0.03,-0.06
-15392,-524,-138,-0.99,-0.01,-1.03,-223,-77,121,0.08,-0.12,-0.02
-15360,-528,24,-0.99,-0.01,-1.02,-221,-68,127,0.11,0.02,0.08
-15434,-568,28,-0.99,-0.01,-1.02,-232,-72,119,-0.06,-0.05,-0.05
-15328,-492,-28,-0.99,-0.01,-1.03,-234,-76,122,-0.09,-0.11,0
-15452,-614,28,-0.99,-0.02,-1.02,-226,-69,117,0.03,0,-0.08
-15368,-444,-50,-0.99,-0.01,-1.03,-231,-66,125,-0.05,0.05,0.05
-15390,-584,38,-0.99,-0.02,-1.02,-229,-64,124,-0.02,0.08,0.03
-15402,-474,28,-0.99,-0.01,-1.02,-228,-70,129,0,-0.02,0.11
-15402,-500,88,-0.99,-0.01,-1.02,-231,-77,115,-0.05,-0.12,-0.11
-15416,-520,-62,-0.99,-0.01,-1.03,-227,-71,116,0.02,-0.03,-0.09
-15386,-584,-86,-0.99,-0.02,-1.03,-226,-61,116,0.03,0.12,-0.09
-15386,-550,-32,-0.99,-0.01,-1.03,-230,-66,121,-0.03,0.05,-0.02
-15392,-574,-70,-0.99,-0.02,-1.03,-227,-73,128,0.02,-0.06,0.09
-15438,-532,28,-0.99,-0.01,-1.02,-228,-65,133,0,0.06,0.17
-15366,-572,-26,-0.99,-0.01,-1.03,-228,-68,116,0,0.02,-0.09
-15404,-502,24,-0.99,-0.01,-1.02,-231,-66,121,-0.05,0.05,-0.02
-15410,-564,8,-0.99,-0.01,-1.02,-224,-66,123,0.06,0.05,0.02
-15358,-556,16,-0.99,-0.01,-1.02,-222,-63,124,0.09,0.09,0.03
-15374,-558,-4,-0.99,-0.01,-1.03,-233,-76,128,-0.08,-0.11,0.09
-15406,-522,-24,-0.99,-0.01,-1.03,-229,-79,131,-0.02,-0.15,0.14
-15400,-580,-62,-0.99,-0.02,-1.03,-235,-58,122,-0.11,0.17,0
-15404,-574,-80,-0.99,-0.02,-1.03,-223,-71,123,0.08,-0.03,0.02
-15362,-528,-44,-0.99,-0.01,-1.03,-228,-66,117,0,0.05,-0.08
