-0.001357516,0.028098351,0.028131125,0.000399694,0.007001579,1.000000000
0.015401896,-0.042530598,0.045233507,0.000266463,0.028009117,1.000000000
0.028570005,0.007747637,0.029601876,0.001465544,0.047709167,0.000000000
-0.060015456,0.010141838,0.060866344,0.001998469,0.067157924,0.000000000
-1.567165438,2.214004521,2.712530835,0.371715329,0.086923778,0.000000000
0.108775761,2.999302520,3.001274358,0.436066051,0.107984722,0.000000000
0.593601597,1.987752464,2.074493364,0.220897489,0.126276433,0.000000000
0.174616306,1.397581755,1.408447946,0.387036934,0.147163093,1.000000000
-0.373655874,1.106686180,1.168063788,0.594744513,0.167373598,0.000000000
-0.413160201,1.730375786,1.779017064,0.668421429,0.186643541,0.000000000
-0.109096590,0.795439965,0.802886545,0.651101354,0.207353055,0.000000000
-0.309012429,1.039648534,1.084600274,0.623655736,0.227004230,0.000000000
0.131520677,0.439901018,0.459141148,0.573427498,0.247045457,0.000000000
-0.115082094,0.557216899,0.568976767,0.622723097,0.267709672,1.000000000
0.476285716,0.941486266,1.055104010,0.683876226,0.288436115,0.000000000
-0.000000000,0.072391082,0.072391082,0.000000000,0.306138217,0.000000000
-0.158177724,0.459054631,0.485542323,0.578889976,0.328148544,0.000000000
0.912030381,-2.167384517,2.351458071,0.528795029,0.347501457,0.000000000
-0.525687679,-0.119145051,0.539020481,0.480964968,0.366648376,0.000000000
0.114761265,-0.065275514,0.132026666,0.363188516,0.387166917,1.000000000
-0.000000000,-1.027744600,1.027744600,-0.000000000,0.407971084,0.000000000
0.041738114,-0.410040571,0.412159363,0.160810174,0.425816238,0.000000000
-0.224018270,-1.287515407,1.306858871,0.037038299,0.447889030,0.000000000
0.586418992,-2.358920650,2.430718796,-0.003064320,0.466872394,0.000000000
0.029767106,-0.337017421,0.338329458,0.190254296,0.547854841,1.000000000
0.120746769,-0.517779646,0.531672403,0.140292557,0.567431390,0.000000000
0.302706095,0.198086669,0.361758633,0.221430421,0.587834299,0.000000000
-0.742362966,2.054790111,2.184780349,0.073543674,0.607703388,0.000000000
0.076454038,0.761921141,0.765747377,-0.062885171,0.627023399,0.000000000
0.220106138,0.279489525,0.355754278,-0.025713641,0.647012651,0.000000000
-0.034876339,-0.279556563,0.281723678,0.005728946,0.668291271,1.000000000
-0.103111086,-0.156255177,0.187209979,-0.004663096,0.687072217,0.000000000
-0.054029952,0.164567845,0.173210310,-0.007460953,0.707531631,0.000000000
-0.195287850,-0.086823329,0.213718588,0.034107212,0.727134407,0.000000000
0.105184458,-0.347791328,0.363349113,0.110981668,0.747535646,0.000000000
-0.301829824,-0.107174043,0.320292863,-0.061419628,0.766622961,0.000000000
0.229682945,-0.347791328,0.416788991,-0.018252688,0.787252605,1.000000000
-0.440693520,-0.588408595,0.735143152,0.032641668,0.806808650,0.000000000
-0.134235708,-0.313075404,0.340639742,0.017586531,0.827025592,0.000000000
0.018993199,0.642211058,0.642491856,-0.044765714,0.846393287,0.000000000
0.021387400,0.362089464,0.362720555,-0.025846872,0.868268430,0.000000000
-0.099519784,-0.066472615,0.119677884,0.049162349,0.887376964,1.000000000
0.114761265,-0.096400135,0.149877063,-0.034906600,0.907434165,0.000000000
-0.432313814,-0.077246522,0.439160858,-0.016120987,0.927658498,0.000000000
0.035752610,-0.014997279,0.038770704,-0.001199082,0.947400272,0.000000000
0.166236601,0.298643138,0.341792820,-0.013589593,0.966633260,0.000000000
-0.226412472,0.673335680,0.710382675,-0.009059728,0.987019718,0.000000000
0.431992985,0.220831584,0.485164434,-0.037038299,1.007857502,1.000000000
-0.314997933,0.277095323,0.419530113,-0.006661565,1.026789844,0.000000000
-0.076774868,0.200480870,0.214678736,0.034506905,1.047152221,0.000000000
0.211726432,0.090347594,0.230197241,-0.007727415,1.066276491,0.000000000
-0.385626882,-0.317863807,0.499745427,0.031842280,1.088407457,0.000000000
0.098001853,0.098727300,0.139109464,-0.024114865,1.106363475,0.000000000
-0.237186379,0.134640325,0.272736861,0.007327722,1.127309740,1.000000000
0.209332231,-0.220898622,0.304329072,-0.005595714,1.146892250,0.000000000
0.000000000,0.000000000,0.000000000,0.000000000,1.166218460,0.000000000
-0.253945791,0.601509630,0.652918295,-0.014122517,1.187116086,0.000000000
-0.069592263,0.655379168,0.659063682,-0.021183777,1.207892597,0.000000000
0.295523490,0.307022826,0.426142170,0.019052075,1.227129161,0.000000000
-0.249157387,0.036478057,0.251813527,0.034773369,1.246486127,1.000000000
0.312282902,-0.366944941,0.481839393,0.013456361,1.268281162,0.000000000
-0.446679024,-0.449544899,0.633729253,0.023981634,1.286263168,0.000000000
0.288340885,-0.040136396,0.291120931,-0.040635545,1.306733549,0.000000000
-0.044453145,0.414761901,0.417137287,-0.039569697,1.327432334,0.000000000
-0.026496633,0.533274883,0.533932741,0.022649321,1.346648872,1.000000000
0.059694627,0.035280956,0.069341144,0.006528333,1.367493093,0.000000000
-0.099519784,0.022112847,0.101946875,-0.032774899,1.387646377,0.000000000
0.018993199,0.137034526,0.138344508,-0.023315478,1.406824768,0.000000000
-0.408371798,-0.353776832,0.540301372,0.091130207,1.427170932,0.000000000
-0.231200875,-0.372930446,0.438783502,0.039036769,1.446460903,0.000000000
-0.714829647,0.372863372,0.806231057,-0.064483946,1.466884315,1.000000000
-0.522096377,-0.058092909,0.525318392,-0.054091908,1.487010658,0.000000000
-0.219229867,0.304628643,0.375313661,-0.054358370,1.506390750,0.000000000
0.217711936,0.431521312,0.483331284,0.057022997,1.527302206,0.000000000
0.246442356,0.488982152,0.547574086,-0.004796327,1.547734439,0.000000000
-0.326968941,0.079573687,0.336512496,-0.005062789,1.566761672,0.000000000
-0.352108059,-0.067669716,0.358551636,0.074609530,1.587055862,1.000000000
-0.255142892,0.143020031,0.292493802,-0.039303231,1.607811630,0.000000000
-0.111490792,-0.009011775,0.111854409,0.000932619,1.625880659,0.000000000
-0.130644405,0.220831584,0.256582442,0.031709049,1.647625625,0.000000000
0.200952525,0.589538622,0.622846453,-0.035839219,1.667168558,0.000000000
0.034555509,-0.139495765,0.143712045,-0.008793265,1.686259925,0.000000000
0.137506181,-0.493837629,0.512624184,-0.013989286,1.707148492,1.000000000
0.042935215,0.149005535,0.155067992,0.018519150,1.727585733,0.000000000
-0.231200875,-0.322652211,0.396936133,0.000000000,1.746596515,0.000000000
0.038146812,-0.498626033,0.500083093,0.026646259,1.766750753,0.000000000
-0.335348647,-0.414828975,0.533424590,0.017453300,1.786189735,0.000000000
-0.034876339,0.129851921,0.134454009,-0.021050546,1.807003200,0.000000000
-0.123461800,0.403987993,0.422432379,-0.003064320,1.827787817,1.000000000
0.013007694,0.460251732,0.460435508,0.005862177,1.846647680,0.000000000
-0.154586422,0.499756060,0.523118611,-0.005462483,1.867380321,0.000000000
0.082439543,0.261533013,0.274218517,-0.016787143,1.887174308,0.000000000
0.167433701,-0.001829170,0.167443693,0.002797857,1.907413661,0.000000000
-0.332954445,-0.235263832,0.407685827,0.006261871,1.926523149,0.000000000
-0.233595077,-0.120342152,0.262771561,0.014522211,1.947712839,1.000000000
0.066877232,0.178933055,0.191022518,0.022649321,1.967457473,0.000000000
-0.255142892,0.357301061,0.439046630,-0.008793265,1.986857355,0.000000000
-0.042058944,0.425535808,0.427609259,0.006794796,2.005870998,0.000000000
-0.258734194,0.074785283,0.269325494,-0.011324660,2.028054416,0.000000000
-0.161769027,-0.189774000,0.249365974,-0.022382857,2.046026886,0.000000000
-0.000160415,-0.120342152,0.120342259,0.038370613,2.066340387,1.000000000
0.208135130,-0.030559590,0.210366634,-0.066882111,2.086636722,0.000000000
-0.032482137,0.104712804,0.109635125,-0.025846872,2.106387794,0.000000000
-0.228806673,0.152596837,0.275024160,0.119108782,2.126862705,0.000000000
-0.127053103,-0.501020234,0.516878870,0.087399733,2.147088230,0.000000000
-0.286267513,-0.026968287,0.287535002,-0.096459461,2.166764438,1.000000000
0.107578660,-0.364550740,0.380092633,0.000532925,2.186842382,0.000000000
-0.403583394,-0.344200026,0.530427388,0.060220548,2.207319438,0.000000000
-0.172542934,0.074785283,0.188052925,-0.005862177,2.228219211,0.000000000
0.107578660,0.836141393,0.843033568,-0.042367553,2.247241676,0.000000000
0.297917692,-0.020982783,0.298655702,-0.033441056,2.266670406,0.000000000
-0.420342806,-0.113159547,0.435308118,0.071278746,2.287403524,1.000000000
0.277566978,-0.296315974,0.406013034,0.007860646,2.307144821,0.000000000
-0.062409658,0.117880913,0.133382439,-0.072477827,2.326492727,0.000000000
-0.013328524,0.099924401,0.100809401,0.044632485,2.346754491,0.000000000
-0.119870498,0.067602678,0.137619251,0.033307825,2.367507875,0.000000000
0.071665635,0.412367699,0.418548781,-0.072477827,2.385680616,0.000000000
0.210529331,-0.108371144,0.236784510,-0.057022997,2.407258213,1.000000000
-0.326968941,-0.072458119,0.334901280,0.070612590,2.426871955,0.000000000
0.002233787,0.108304106,0.108327140,-0.045298642,2.446098268,0.000000000
0.074059837,0.102318602,0.126308970,0.001732007,2.468426883,0.000000000
-0.559206502,0.208860576,0.596937729,0.057289459,2.486992538,0.000000000
0.312282902,0.225619988,0.385259639,-0.045298642,2.507624805,1.000000000
-0.081563271,-0.249629042,0.262616118,-0.035705990,2.527462661,0.000000000
-0.155783523,-0.523765150,0.546441615,0.002797857,2.547396123,0.000000000
-0.281479110,-0.419617378,0.505281341,0.035173062,2.567614973,0.000000000
0.228485844,-0.010208876,0.228713799,-0.055024527,2.586905658,0.000000000
-0.031285036,0.049646166,0.058681303,-0.027712111,2.607004583,0.000000000
